,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter79_cv_split4,0.7011494252873564,0.7011494252873564,0.9544159544159544,0.698005698005698,0,3,0,0,53,8,0,15,8,14,1,0,0,244,1,0,14,77
iter79_cv_split5,0.7209302325581395,0.7093023255813954,0.9431818181818182,0.6960227272727273,0,3,0,0,59,2,0,19,3,15,0,0,0,243,2,0,18,74
iter80_cv_split1,0.6741573033707865,0.6966292134831461,0.9369627507163324,0.6991404011461319,0,4,0,0,55,7,0,18,5,13,1,0,0,242,2,0,19,72
iter80_cv_split2,0.7159090909090909,0.6931818181818182,0.9485714285714286,0.7,0,4,0,0,57,4,0,17,6,13,1,0,0,243,2,0,15,76
iter80_cv_split3,0.75,0.6931818181818182,0.9628571428571429,0.7,0,2,2,0,60,1,0,17,6,14,0,0,0,244,1,0,12,79
iter80_cv_split4,0.7126436781609196,0.7011494252873564,0.9458689458689459,0.698005698005698,0,3,0,0,54,7,0,15,8,14,1,0,0,243,2,0,16,75
iter80_cv_split5,0.7209302325581395,0.7093023255813954,0.9517045454545454,0.6960227272727273,0,3,0,0,58,3,0,18,4,14,1,0,0,245,0,0,16,76
iter81_cv_split1,0.6741573033707865,0.6966292134831461,0.9484240687679083,0.6991404011461319,0,4,0,0,58,4,0,21,2,14,0,0,0,242,2,0,16,75
iter81_cv_split2,0.7272727272727273,0.6931818181818182,0.94,0.7,0,4,0,0,57,4,0,16,7,13,1,0,0,242,3,0,17,74
iter81_cv_split3,0.7159090909090909,0.6931818181818182,0.9457142857142857,0.7,0,3,1,0,56,5,0,16,7,13,1,0,0,243,2,0,16,75
