,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter59_cv_split5,0.7202380952380952,0.6369047619047619,0.9137426900584795,0.6374269005847953,20,15,0,8,98,1,3,20,3,143,0,0,13,418,5,5,36,64
iter60_cv_split1,0.5789473684210527,0.6374269005847953,0.9074889867841409,0.6372980910425844,6,29,0,6,89,14,3,20,4,137,6,0,10,421,3,5,39,60
iter60_cv_split2,0.6666666666666666,0.6374269005847953,0.9030837004405287,0.6372980910425844,9,27,0,7,100,2,4,17,5,138,4,0,12,419,3,5,42,58
iter60_cv_split3,0.7017543859649122,0.6374269005847953,0.8942731277533039,0.6372980910425844,24,7,5,6,91,12,0,21,5,136,6,0,14,414,6,7,39,59
iter60_cv_split4,0.6257309941520468,0.6374269005847953,0.9060205580029369,0.6372980910425844,9,25,2,3,96,10,3,21,2,136,6,0,11,419,4,5,38,62
iter60_cv_split5,0.6011904761904762,0.6369047619047619,0.902046783625731,0.6374269005847953,15,20,0,7,82,18,3,19,4,137,6,0,15,415,6,5,35,65
iter61_cv_split1,0.5906432748538012,0.6374269005847953,0.8986784140969163,0.6372980910425844,9,26,0,14,88,7,5,18,4,135,8,0,13,416,5,5,38,61
iter61_cv_split2,0.6842105263157895,0.6374269005847953,0.9162995594713657,0.6372980910425844,16,20,0,11,93,5,1,17,8,142,0,0,10,421,3,4,40,61
iter61_cv_split3,0.6491228070175439,0.6374269005847953,0.8883994126284875,0.6372980910425844,8,28,0,8,92,9,1,14,11,134,8,0,14,413,7,8,39,58
iter61_cv_split4,0.6198830409356725,0.6374269005847953,0.8854625550660793,0.6372980910425844,4,25,7,8,95,6,3,16,7,129,13,0,14,407,13,6,32,67
