,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter69_cv_split1,0.5591397849462365,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,31,12,2,97,21,0,16,7,167,0,0,0,474,0,0,1,90
iter69_cv_split2,0.5737704918032787,0.644808743169399,0.998639455782313,0.6476190476190476,0,32,10,1,96,21,0,14,9,168,0,0,0,476,0,0,1,90
iter69_cv_split3,0.644808743169399,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,111,7,0,16,7,168,0,0,0,476,0,0,2,89
iter69_cv_split4,0.5956284153005464,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,107,12,0,21,2,169,0,0,0,475,0,0,2,89
iter69_cv_split5,0.6338797814207651,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,0,112,7,0,18,4,168,0,0,0,475,0,0,2,90
iter70_cv_split1,0.6344086021505376,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,43,0,0,110,10,0,15,8,167,0,0,0,474,0,0,1,90
iter70_cv_split2,0.5792349726775956,0.644808743169399,0.998639455782313,0.6476190476190476,0,34,8,0,98,20,0,15,8,168,0,0,0,476,0,0,1,90
iter70_cv_split3,0.6120218579234973,0.644808743169399,0.998639455782313,0.6476190476190476,0,24,18,3,107,8,0,18,5,168,0,0,0,476,0,0,1,90
iter70_cv_split4,0.6721311475409836,0.6502732240437158,0.9972789115646259,0.6462585034013606,8,33,0,0,109,10,0,17,6,169,0,0,0,475,0,0,2,89
iter70_cv_split5,0.5683060109289617,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,0,96,23,0,14,8,168,0,0,0,475,0,0,2,90
iter71_cv_split1,0.543010752688172,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,43,0,1,93,26,0,15,8,167,0,0,0,474,0,0,2,89
iter71_cv_split2,0.5683060109289617,0.644808743169399,0.998639455782313,0.6476190476190476,0,32,10,0,96,22,1,14,8,168,0,0,0,476,0,0,1,90
iter71_cv_split3,0.6010928961748634,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,106,12,0,19,4,168,0,0,0,476,0,0,2,89
iter71_cv_split4,0.5737704918032787,0.6502732240437158,0.998639455782313,0.6462585034013606,0,41,0,0,100,19,0,18,5,169,0,0,0,475,0,0,1,90
iter71_cv_split5,0.6229508196721312,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,0,106,13,0,14,8,168,0,0,0,475,0,0,2,90
iter72_cv_split1,0.5860215053763441,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,35,8,0,103,17,0,17,6,167,0,0,0,474,0,0,1,90
iter72_cv_split2,0.5737704918032787,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,0,98,20,0,16,7,168,0,0,0,476,0,0,2,89
iter72_cv_split3,0.6120218579234973,0.644808743169399,0.998639455782313,0.6476190476190476,0,31,11,2,105,11,0,16,7,168,0,0,0,476,0,0,1,90
